Timesheet_ID,Employee_ID,Project_ID,Date,Billable_Hours,Non_Billable_Hours
T425954,E2082,P3062,2026-10-17,5.4,1.6
T425955,E2130,P3098,2026-03-25,13.9,0.3
T425956,E2116,P3011,2025-12-18,10.0,0.8
T425957,E2010,P3083,2026-05-10,6.4,1.1
T425958,E2130,P3063,2025-05-26,4.2,0.7
T425959,E2060,P3030,2025-09-24,3.4,3.0
T425960,E2045,P3054,2026-01-23,8.7,0.6
T425961,E2136,P3071,2025-02-03,7.1,0.2
T425962,E2119,P3027,2025-10-31,10.0,0.7
T425963,E2007,P3086,2025-03-24,10.0,3.4
T425964,E2072,P3064,2026-07-14,10.0,0.8
T425965,E2021,P3081,2025-10-23,4.1,0.2
T425966,E2097,P3079,2026-11-30,10.0,0.7
T425967,E2047,P3009,2026-04-29,5.2,1.0
T425968,E2001,P3076,2025-10-24,3.5,0.9
T425969,E2140,P3072,2026-02-10,10.0,1.0
T425970,E2128,P3002,2026-01-02,1.6,1.2
T425971,E2094,P3049,2025-11-16,10.0,0.1
T425972,E2132,P3048,2025-07-23,11.6,0.8
T425973,E2034,P3055,2025-02-18,1.0,0.9
T425974,E2087,P3080,2026-09-22,6.0,0.9
T425975,E2032,P3067,2026-11-26,6.1,0.8
T425976,E2003,P3115,2026-08-27,6.6,1.6
T425977,E2068,P3112,2025-09-28,6.0,0.5
T425978,E2057,P3031,2026-10-06,5.7,1.6
T425979,E2114,P3107,2026-10-10,4.3,1.3
T425980,E2033,P3026,2026-04-24,9.0,2.1
T425981,E2131,P3105,2026-10-01,5.2,3.4
T425982,E2132,P3110,2025-12-12,4.6,0.4
T425983,E2030,P3066,2025-07-31,8.8,1.3
T425984,E2070,P3030,2025-08-12,5.3,1.2
T425985,E2049,P3077,2026-06-06,1.2,1.5
T425986,E2030,P3101,2025-03-21,10.0,0.7
T425987,E2082,P3116,2025-04-22,5.9,0.2
T425988,E2144,P3078,2025-10-05,3.0,1.3
T425989,E2134,P3001,2026-02-03,10.0,0.2
T425990,E2024,P3096,2026-05-27,2.1,1.7
T425991,E2115,P3070,2026-07-24,1.5,0.2
T425992,E2092,P3022,2025-11-28,2.8,0.8
T425993,E2021,P3075,2025-06-16,9.0,2.2
T425994,E2008,P3113,2026-03-20,6.0,1.1
T425995,E2036,P3087,2026-11-24,2.0,4.0
T425996,E2124,P3054,2026-02-12,10.0,0.2
T425997,E2009,P3014,2026-03-15,9.8,0.6
T425998,E2040,P3014,2026-05-29,10.0,0.4
T425999,E2129,P3084,2026-12-09,5.9,1.5
T426000,E2117,P3071,2026-02-11,10.0,0.8
T426001,E2068,P3019,2026-01-17,2.8,0.4
T426002,E2003,P3026,2025-02-28,4.9,0.0
T426003,E2108,P3059,2026-07-23,10.0,1.0
T426004,E2122,P3022,2026-12-13,6.8,3.6
T426005,E2009,P3006,2026-03-02,10.0,0.3
T426006,E2004,P3063,2026-09-12,4.2,0.4
T426007,E2006,P3077,2025-05-20,3.3,2.1
T426008,E2073,P3074,2025-07-20,8.7,1.5
T426009,E2026,P3054,2026-08-10,0.4,2.0
T426010,E2130,P3019,2025-08-25,9.6,0.5
T426011,E2114,P3095,2026-04-24,2.2,1.4
T426012,E2085,P3010,2026-05-28,9.1,0.9
T426013,E2086,P3037,2026-07-20,3.5,0.3
T426014,E2131,P3077,2026-06-03,6.8,1.2
T426015,E2035,P3017,2026-02-16,6.8,1.7
T426016,E2114,P3118,2026-07-04,0.2,1.9
T426017,E2059,P3055,2026-12-03,10.0,0.6
T426018,E2038,P3005,2025-06-05,10.0,1.9
T426019,E2033,P3021,2025-01-12,6.4,1.6
T426020,E2121,P3118,2025-06-21,2.0,1.9
T426021,E2143,P3039,2026-06-11,6.1,0.6
T426022,E2100,P3020,2026-01-09,6.5,0.2
T426023,E2142,P3071,2025-11-07,10.0,0.0
T426024,E2045,P3015,2025-04-05,12.5,0.6
T426025,E2048,P3079,2025-09-02,10.0,1.0
T426026,E2118,P3053,2025-12-04,5.8,2.7
T426027,E2029,P3087,2025-03-05,3.3,0.9
T426028,E2084,P3033,2026-12-22,10.0,1.3
T426029,E2113,P3044,2026-12-28,9.2,0.2
T426030,E2117,P3066,2026-07-01,2.9,0.2
T426031,E2043,P3050,2026-04-11,9.4,0.8
T426032,E2019,P3032,2025-01-11,2.7,1.2
T426033,E2008,P3079,2025-11-09,10.0,0.5
T426034,E2011,P3071,2025-03-22,7.2,1.2
T426035,E2008,P3073,2026-08-05,10.0,1.0
T426036,E2113,P3055,2026-01-05,10.0,1.3
T426037,E2148,P3028,2025-06-14,10.0,1.5
T426038,E2038,P3086,2025-03-04,8.0,0.7
T426039,E2135,P3003,2025-03-21,2.7,0.5
T426040,E2117,P3053,2025-01-29,10.0,0.4
T426041,E2074,P3042,2026-05-15,2.6,1.5
T426042,E2072,P3002,2026-11-13,2.3,0.2
T426043,E2106,P3022,2026-10-30,10.0,0.1
T426044,E2118,P3025,2026-03-27,8.3,1.3
T426045,E2020,P3089,2026-09-10,5.2,1.6
T426046,E2011,P3032,2025-10-01,4.3,0.5
T426047,E2144,P3108,2026-02-05,7.1,0.2
T426048,E2042,P3007,2025-08-29,7.1,0.2
T426049,E2090,P3062,2025-11-26,5.3,0.7
T426050,E2052,P3031,2025-08-17,14.0,2.7
T426051,E2052,P3063,2026-10-27,10.0,0.3
T426052,E2137,P3037,2025-12-22,1.6,2.2
T426053,E2095,P3068,2026-05-10,9.6,1.1
T426054,E2135,P3097,2025-10-31,9.0,1.1
T426055,E2002,P3079,2025-12-09,10.0,1.4
T426056,E2025,P3009,2025-06-27,9.0,1.7
T426057,E2076,P3070,2025-01-19,10.0,0.4
T426058,E2094,P3046,2025-11-27,3.9,0.1
T426059,E2094,P3095,2025-02-10,5.4,0.4
T426060,E2041,P3034,2025-09-18,9.6,2.0
T426061,E2087,P3108,2025-09-19,8.3,2.6
T426062,E2081,P3119,2026-01-22,7.0,2.3
T426063,E2124,P3060,2025-10-28,4.4,3.8
T426064,E2077,P3102,2025-08-18,4.9,2.3
T426065,E2038,P3013,2026-08-10,5.5,0.1
T426066,E2042,P3036,2026-12-02,7.3,0.8
T426067,E2078,P3096,2025-04-22,6.0,0.5
T426068,E2064,P3086,2025-12-29,2.3,0.2
T426069,E2132,P3048,2025-06-25,4.1,0.1
T426070,E2125,P3093,2026-02-12,6.8,1.3
T426071,E2141,P3075,2026-01-01,9.4,0.1
T426072,E2027,P3006,2026-07-14,13.4,0.8
T426073,E2059,P3005,2026-02-14,7.7,0.4
T426074,E2065,P3065,2025-06-26,10.0,1.1
T426075,E2025,P3115,2026-04-19,3.6,2.3
T426076,E2037,P3103,2026-12-29,7.0,2.0
T426077,E2124,P3050,2026-03-15,10.0,1.2
T426078,E2071,P3074,2025-02-18,4.4,2.9
T426079,E2142,P3074,2026-09-02,8.3,0.6
T426080,E2094,P3113,2025-10-09,4.8,0.4
T426081,E2067,P3024,2026-04-12,9.4,0.2
T426082,E2103,P3007,2026-04-14,2.7,0.4
T426083,E2091,P3086,2025-07-30,7.2,2.2
T426084,E2090,P3058,2025-05-07,10.0,0.6
T426085,E2070,P3021,2025-11-13,9.0,0.5
T426086,E2059,P3086,2025-10-23,1.6,0.8
T426087,E2012,P3033,2026-09-06,4.0,1.6
T426088,E2051,P3044,2025-01-19,2.9,0.8
T426089,E2010,P3025,2026-12-23,1.1,3.1
T426090,E2009,P3095,2026-10-16,4.2,0.6
T426091,E2087,P3113,2025-10-18,2.5,1.4
T426092,E2094,P3080,2025-05-27,13.5,0.0
T426093,E2052,P3116,2025-03-30,6.0,2.2
T426094,E2022,P3015,2025-08-28,10.0,1.8
T426095,E2073,P3029,2026-03-10,1.6,1.6
T426096,E2083,P3083,2026-10-14,1.4,0.7
T426097,E2072,P3052,2025-04-06,0.5,0.5
T426098,E2118,P3017,2025-07-01,0.8,0.5
T426099,E2068,P3090,2025-07-12,4.0,1.5
T426100,E2005,P3100,2025-05-18,4.7,2.6
T426101,E2083,P3036,2026-01-05,10.0,1.9
T426102,E2121,P3035,2026-08-11,7.1,1.0
T426103,E2006,P3040,2026-05-08,8.5,0.2
T426104,E2069,P3023,2025-09-02,10.0,0.2
T426105,E2058,P3073,2026-02-09,7.8,4.0
T426106,E2043,P3034,2025-05-28,8.8,0.3
T426107,E2072,P3058,2026-01-05,4.4,0.2
T426108,E2091,P3115,2026-10-19,2.0,0.2
T426109,E2037,P3118,2025-04-26,0.4,0.4
T426110,E2058,P3082,2025-10-29,10.5,0.5
T426111,E2127,P3080,2026-06-06,10.0,2.5
T426112,E2037,P3061,2025-05-01,5.9,1.5
T426113,E2016,P3096,2026-10-22,6.6,0.0
T426114,E2150,P3028,2025-08-15,4.9,1.5
T426115,E2110,P3060,2025-03-20,2.6,3.1
T426116,E2131,P3032,2025-12-12,9.2,1.4
T426117,E2012,P3114,2025-05-20,0.9,0.4
T426118,E2023,P3058,2026-06-20,13.7,0.6
T426119,E2111,P3082,2025-10-16,10.0,0.8
T426120,E2139,P3044,2025-11-25,12.3,0.9
T426121,E2052,P3034,2026-03-06,4.5,0.7
T426122,E2127,P3093,2025-04-10,3.9,1.2
T426123,E2029,P3021,2026-08-24,10.0,1.3
T426124,E2121,P3001,2025-01-07,3.5,1.1
T426125,E2144,P3055,2025-06-20,4.4,0.9
T426126,E2101,P3080,2025-09-20,5.0,1.5
T426127,E2011,P3049,2026-01-07,5.6,0.9
T426128,E2139,P3097,2026-06-28,10.0,1.1
T426129,E2089,P3021,2026-12-26,10.0,0.5
T426130,E2058,P3119,2026-05-12,13.5,1.8
T426131,E2019,P3099,2025-02-28,4.0,3.3
T426132,E2050,P3055,2025-12-01,8.0,2.5
T426133,E2122,P3027,2025-01-30,2.1,0.4
T426134,E2072,P3020,2025-09-17,13.3,1.4
T426135,E2055,P3095,2026-06-30,2.4,3.9
T426136,E2099,P3016,2025-05-17,10.0,2.0
T426137,E2070,P3117,2025-11-12,6.7,1.1
T426138,E2149,P3078,2026-04-05,7.2,0.2
T426139,E2117,P3048,2026-02-12,10.0,0.2
T426140,E2026,P3032,2026-09-19,9.2,1.8
T426141,E2129,P3120,2025-07-02,1.8,4.0
T426142,E2114,P3105,2025-09-04,9.8,0.2
T426143,E2065,P3032,2025-01-29,4.2,0.6
T426144,E2010,P3053,2025-11-06,2.6,1.1
T426145,E2095,P3053,2025-06-28,3.1,0.3
T426146,E2121,P3002,2026-05-20,1.6,0.3
T426147,E2126,P3057,2026-01-12,10.0,0.6
T426148,E2037,P3109,2025-10-05,10.0,0.7
T426149,E2069,P3022,2026-04-28,1.3,0.3
T426150,E2041,P3101,2025-10-03,2.3,1.2
T426151,E2045,P3117,2025-10-20,1.7,3.8
T426152,E2123,P3052,2025-05-08,3.9,0.9
T426153,E2126,P3081,2025-11-03,3.0,1.0
T426154,E2027,P3096,2025-03-14,10.0,0.2
T426155,E2084,P3102,2026-01-08,8.6,1.4
T426156,E2136,P3081,2026-12-27,9.2,1.4
T426157,E2049,P3058,2026-03-10,1.2,1.6
T426158,E2096,P3034,2026-12-21,8.9,0.9
T426159,E2121,P3071,2025-03-03,3.1,0.2
T426160,E2114,P3093,2025-02-13,3.4,4.0
T426161,E2014,P3017,2026-01-05,9.8,1.5
T426162,E2062,P3088,2026-06-07,2.6,0.2
T426163,E2043,P3072,2026-11-25,3.7,0.4
T426164,E2096,P3023,2026-11-26,2.4,0.5
T426165,E2027,P3119,2025-03-02,4.3,2.5
T426166,E2068,P3033,2026-04-28,8.5,0.1
T426167,E2127,P3029,2025-06-29,7.4,0.8
T426168,E2048,P3019,2026-09-27,5.2,0.5
T426169,E2067,P3069,2025-01-22,3.6,0.7
T426170,E2025,P3037,2026-05-30,2.6,2.4
T426171,E2119,P3087,2026-12-17,7.2,1.0
T426172,E2009,P3026,2026-11-29,1.4,0.5
T426173,E2136,P3024,2026-11-14,3.6,0.4
T426174,E2095,P3054,2026-07-27,2.6,2.0
T426175,E2059,P3021,2025-12-15,5.5,1.6
T426176,E2017,P3097,2026-07-19,2.7,2.1
T426177,E2095,P3090,2026-11-04,6.0,0.4
T426178,E2132,P3010,2025-08-12,4.5,2.2
T426179,E2101,P3042,2026-06-21,0.3,0.1
T426180,E2136,P3029,2025-11-02,10.0,0.9
T426181,E2042,P3057,2025-10-30,8.9,0.1
T426182,E2049,P3118,2026-09-26,8.0,0.4
T426183,E2006,P3035,2026-11-29,5.0,2.5
T426184,E2073,P3028,2025-12-22,2.9,0.4
T426185,E2032,P3012,2026-08-01,10.0,2.1
T426186,E2143,P3058,2026-12-20,4.2,0.9
T426187,E2082,P3044,2025-09-26,5.0,0.9
T426188,E2069,P3007,2025-01-15,9.6,1.1
T426189,E2114,P3016,2026-06-02,5.4,2.7
T426190,E2027,P3084,2025-09-10,5.5,0.9
T426191,E2066,P3093,2025-03-26,3.1,1.1
T426192,E2051,P3035,2026-07-08,10.0,0.7
T426193,E2149,P3092,2026-12-31,5.5,0.3
T426194,E2075,P3007,2025-06-12,1.5,0.7
T426195,E2050,P3086,2025-08-25,5.1,0.2
T426196,E2092,P3014,2025-03-23,10.0,1.0
T426197,E2112,P3059,2026-08-13,3.2,2.0
T426198,E2068,P3100,2026-02-06,5.5,0.8
T426199,E2106,P3062,2025-05-28,3.8,0.3
T426200,E2144,P3074,2026-03-13,2.6,0.8
T426201,E2076,P3120,2026-09-13,10.0,0.3
T426202,E2086,P3066,2026-07-14,10.0,0.1
T426203,E2107,P3022,2025-06-04,3.8,0.4
T426204,E2056,P3016,2026-08-11,10.0,3.3
T426205,E2080,P3099,2025-05-09,10.0,0.0
T426206,E2024,P3111,2025-04-29,4.8,0.5
T426207,E2028,P3104,2025-09-27,10.0,1.1
T426208,E2121,P3112,2026-02-20,10.9,1.0
T426209,E2093,P3075,2025-01-10,4.1,4.0
T426210,E2085,P3120,2026-02-14,4.5,1.5
T426211,E2112,P3107,2025-08-11,5.8,1.3
T426212,E2122,P3043,2026-07-31,8.2,0.4
T426213,E2089,P3097,2025-06-27,2.4,0.7
T426214,E2031,P3098,2025-06-26,5.4,4.0
T426215,E2143,P3116,2026-06-28,10.0,0.9
T426216,E2111,P3097,2026-07-31,9.1,0.3
T426217,E2042,P3083,2025-01-26,6.2,0.3
T426218,E2102,P3020,2025-07-16,10.0,1.3
T426219,E2050,P3010,2026-02-14,5.6,1.5
T426220,E2124,P3019,2025-03-06,1.6,1.4
T426221,E2133,P3117,2026-04-23,4.6,0.1
T426222,E2013,P3107,2026-01-31,2.1,1.8
T426223,E2032,P3012,2026-04-29,10.0,0.1
T426224,E2079,P3010,2026-10-26,3.1,2.3
T426225,E2091,P3071,2025-07-02,8.7,1.9
T426226,E2006,P3056,2026-08-24,4.2,3.0
T426227,E2025,P3104,2025-09-21,6.2,0.8
T426228,E2150,P3011,2026-12-02,1.3,4.0
T426229,E2068,P3114,2025-01-27,2.8,0.2
T426230,E2143,P3080,2025-09-08,1.8,1.3
T426231,E2026,P3097,2026-05-23,10.0,0.2
T426232,E2018,P3061,2026-12-04,9.2,0.7
T426233,E2073,P3038,2025-05-08,4.7,2.2
T426234,E2062,P3017,2026-02-20,10.0,0.3
T426235,E2068,P3054,2026-02-23,10.0,1.6
T426236,E2048,P3045,2026-10-18,4.3,0.9
T426237,E2063,P3119,2026-02-24,0.7,0.3
T426238,E2134,P3025,2026-11-01,10.0,0.3
T426239,E2051,P3106,2025-08-17,3.9,0.3
T426240,E2012,P3031,2026-06-28,5.9,0.2
T426241,E2126,P3106,2025-03-20,8.0,1.5
T426242,E2009,P3065,2025-02-25,3.0,0.3
T426243,E2007,P3039,2025-02-23,10.8,1.3
T426244,E2150,P3020,2026-02-18,4.5,0.7
T426245,E2146,P3073,2026-04-18,10.0,1.4
T426246,E2058,P3043,2026-06-16,6.3,0.1
T426247,E2040,P3116,2025-07-21,4.6,0.9
T426248,E2089,P3066,2025-08-11,5.8,0.5
T426249,E2031,P3001,2025-05-09,2.2,1.1
T426250,E2026,P3055,2025-11-26,12.3,1.3
T426251,E2106,P3108,2026-10-20,2.7,3.2
T426252,E2084,P3103,2026-03-17,1.4,1.4
T426253,E2076,P3051,2025-05-08,2.5,1.6
T426254,E2144,P3005,2025-05-21,0.4,3.7
T426255,E2123,P3012,2026-04-15,6.7,1.6
T426256,E2042,P3014,2026-08-05,10.0,3.2
T426257,E2133,P3060,2025-06-10,2.5,1.1
T426258,E2061,P3103,2026-03-25,3.3,2.6
T426259,E2044,P3096,2026-05-30,1.9,2.2
T426260,E2035,P3040,2026-01-24,10.0,1.3
T426261,E2108,P3110,2026-06-08,5.9,1.5
T426262,E2091,P3108,2025-10-16,1.0,1.1
T426263,E2128,P3009,2026-05-04,10.0,1.0
T426264,E2001,P3042,2025-01-27,3.1,3.8
T426265,E2043,P3042,2026-01-04,1.4,0.9
T426266,E2032,P3033,2025-01-13,9.5,0.7
T426267,E2103,P3025,2026-01-01,4.4,1.3
T426268,E2033,P3118,2025-05-03,10.0,1.0
T426269,E2095,P3102,2026-12-16,4.1,0.6
T426270,E2109,P3078,2025-09-11,8.9,2.5
T426271,E2066,P3119,2026-12-16,10.0,1.4
T426272,E2030,P3009,2026-11-07,8.5,2.5
T426273,E2010,P3119,2025-12-27,3.3,3.4
T426274,E2023,P3119,2025-07-05,2.6,1.1
T426275,E2097,P3091,2025-11-16,4.3,0.2
T426276,E2039,P3044,2026-03-10,4.0,0.4
T426277,E2123,P3083,2026-09-26,10.0,2.2
T426278,E2103,P3058,2026-11-22,10.0,0.5
T426279,E2022,P3025,2026-10-06,3.7,2.4
T426280,E2005,P3116,2025-10-27,4.4,2.6
T426281,E2139,P3032,2026-06-14,2.6,0.7
T426282,E2139,P3022,2025-01-18,1.9,0.5
T426283,E2139,P3093,2026-04-21,6.8,3.8
T426284,E2145,P3055,2025-01-06,7.4,0.7
T426285,E2083,P3092,2025-07-06,1.1,0.5
T426286,E2032,P3061,2026-12-04,10.0,2.6
T426287,E2061,P3108,2025-02-12,7.1,0.7
T426288,E2025,P3057,2025-09-07,1.2,1.2
T426289,E2064,P3077,2025-07-16,10.0,2.1
T426290,E2091,P3061,2025-07-22,3.8,0.6
T426291,E2142,P3092,2025-07-08,10.0,0.2
T426292,E2042,P3067,2026-04-18,5.9,0.0
T426293,E2039,P3094,2025-09-30,4.1,0.9
T426294,E2002,P3075,2026-11-21,6.3,0.9
T426295,E2081,P3002,2025-03-31,6.3,0.5
T426296,E2001,P3114,2025-09-27,10.0,0.6
T426297,E2109,P3114,2026-07-05,10.0,0.5
T426298,E2125,P3057,2025-04-30,10.0,0.8
T426299,E2064,P3120,2026-07-21,6.3,0.9
T426300,E2082,P3073,2025-08-28,7.0,0.1
T426301,E2078,P3033,2025-09-22,2.4,0.7
T426302,E2111,P3090,2025-07-10,4.8,4.0
T426303,E2142,P3063,2025-10-10,10.0,1.1
T426304,E2016,P3016,2026-11-06,10.0,1.2
T426305,E2054,P3089,2026-04-09,1.5,2.7
T426306,E2141,P3001,2026-12-27,4.1,0.8
T426307,E2124,P3085,2025-03-31,1.8,0.7
T426308,E2080,P3064,2025-12-25,10.0,1.1
T426309,E2079,P3084,2026-01-15,7.7,0.8
T426310,E2149,P3120,2025-06-16,9.3,1.9
T426311,E2127,P3069,2026-11-23,1.8,0.9
T426312,E2023,P3017,2026-09-08,7.0,0.5
T426313,E2038,P3040,2026-07-24,4.7,1.3
T426314,E2077,P3102,2025-07-23,7.5,0.8
T426315,E2032,P3001,2025-05-06,5.4,1.3
T426316,E2112,P3013,2026-04-10,6.1,2.3
T426317,E2106,P3018,2025-12-11,4.9,4.0
T426318,E2091,P3068,2026-10-31,5.2,1.8
T426319,E2098,P3111,2026-03-02,3.8,2.5
T426320,E2045,P3014,2026-06-24,9.4,2.0
T426321,E2049,P3112,2025-07-30,2.4,0.7
T426322,E2004,P3005,2025-09-23,8.5,0.3
T426323,E2146,P3062,2025-09-24,10.0,1.2
T426324,E2064,P3033,2025-09-11,10.0,0.3
T426325,E2108,P3026,2025-07-07,6.6,1.2
T426326,E2121,P3119,2025-01-30,1.8,1.1
T426327,E2090,P3061,2025-11-01,9.7,0.3
T426328,E2056,P3068,2026-03-29,10.0,0.9
T426329,E2020,P3030,2026-12-01,2.6,0.4
T426330,E2077,P3062,2026-11-30,10.0,0.6
T426331,E2087,P3062,2026-10-07,2.5,2.0
T426332,E2138,P3081,2025-01-30,12.8,2.7
T426333,E2115,P3092,2025-06-10,6.3,0.5
T426334,E2094,P3070,2026-10-12,10.0,1.8
T426335,E2150,P3057,2026-02-27,4.1,2.1
T426336,E2133,P3091,2025-12-13,10.0,2.0
T426337,E2114,P3036,2026-08-01,7.0,0.2
T426338,E2009,P3007,2025-08-10,5.7,1.2
T426339,E2043,P3065,2025-07-07,5.9,1.6
T426340,E2004,P3074,2026-03-01,10.0,0.2
T426341,E2065,P3077,2026-07-03,4.1,1.2
T426342,E2098,P3041,2026-05-26,4.0,0.1
T426343,E2055,P3032,2025-07-25,10.4,0.8
T426344,E2146,P3014,2026-01-06,10.0,2.1
T426345,E2144,P3033,2026-04-19,3.6,1.3
T426346,E2087,P3030,2026-01-27,7.3,2.2
T426347,E2090,P3073,2026-04-24,1.4,0.9
T426348,E2044,P3006,2026-05-24,10.0,0.0
T426349,E2005,P3010,2025-02-26,10.0,1.2
T426350,E2029,P3075,2025-03-08,10.0,0.6
T426351,E2126,P3103,2025-01-28,6.0,1.1
T426352,E2004,P3020,2026-10-16,2.5,2.6
T426353,E2099,P3089,2026-10-13,1.5,1.7
T426354,E2049,P3118,2025-08-20,10.0,1.3
T426355,E2085,P3012,2025-04-17,8.1,1.3
T426356,E2136,P3022,2025-05-17,10.0,1.3
T426357,E2122,P3076,2026-01-13,8.2,1.4
T426358,E2116,P3014,2026-11-07,10.0,0.2
T426359,E2149,P3106,2026-10-21,4.2,4.0
T426360,E2133,P3048,2026-01-26,7.1,2.0
T426361,E2085,P3054,2026-11-22,5.7,0.4
T426362,E2061,P3036,2026-08-22,8.0,1.6
T426363,E2136,P3061,2025-03-17,9.3,0.3
T426364,E2086,P3055,2026-03-31,3.6,0.9
T426365,E2018,P3014,2025-12-11,2.1,2.4
T426366,E2132,P3002,2026-08-13,10.0,2.2
T426367,E2004,P3002,2026-07-24,10.0,0.4
T426368,E2127,P3061,2026-12-16,7.4,0.4
T426369,E2143,P3107,2026-04-04,4.3,1.1
T426370,E2048,P3107,2025-12-29,3.3,0.7
T426371,E2046,P3006,2026-07-28,6.1,0.9
T426372,E2046,P3025,2025-05-23,3.1,1.5
T426373,E2048,P3067,2026-08-02,4.2,0.6
T426374,E2120,P3023,2026-09-30,0.9,0.4
T426375,E2132,P3073,2025-05-25,10.0,0.9
T426376,E2019,P3095,2026-01-04,10.0,0.7
T426377,E2019,P3028,2026-03-04,4.9,2.4
T426378,E2042,P3025,2026-12-16,4.3,3.1
T426379,E2092,P3099,2025-09-10,6.5,1.8
T426380,E2005,P3065,2026-09-14,2.3,0.5
T426381,E2048,P3066,2025-05-28,4.3,3.0
T426382,E2026,P3079,2025-05-07,5.3,0.8
T426383,E2074,P3043,2025-12-18,5.5,1.1
T426384,E2109,P3040,2025-05-01,8.1,0.3
T426385,E2135,P3080,2026-01-09,10.0,3.9
T426386,E2087,P3023,2025-12-07,9.1,0.1
T426387,E2073,P3049,2025-01-31,3.2,0.9
T426388,E2056,P3099,2025-12-11,10.0,0.7
T426389,E2131,P3008,2026-07-07,5.4,0.5
T426390,E2126,P3007,2025-07-23,7.2,1.6
T426391,E2141,P3021,2026-01-07,5.7,3.4
T426392,E2059,P3035,2026-02-16,10.0,1.6
T426393,E2038,P3103,2026-07-15,5.3,1.4
T426394,E2085,P3101,2026-08-25,6.2,1.9
T426395,E2083,P3097,2025-08-16,7.6,0.9
T426396,E2086,P3101,2025-02-01,2.5,1.8
T426397,E2001,P3099,2026-11-22,7.0,3.0
T426398,E2137,P3082,2025-12-12,6.7,1.0
T426399,E2128,P3061,2025-07-16,10.0,0.8
T426400,E2053,P3083,2025-10-21,10.0,0.1
T426401,E2088,P3074,2026-08-12,0.6,0.7
T426402,E2138,P3068,2025-05-02,10.0,0.3
T426403,E2084,P3030,2026-09-28,6.2,4.0
T426404,E2077,P3109,2026-01-10,4.2,2.4
T426405,E2029,P3097,2026-07-11,5.9,1.1
T426406,E2036,P3068,2025-01-16,8.5,0.5
T426407,E2027,P3009,2026-03-14,10.0,0.3
T426408,E2146,P3017,2025-12-15,10.0,1.8
T426409,E2018,P3043,2025-07-29,10.0,1.0
T426410,E2118,P3103,2025-06-09,7.1,0.2
T426411,E2137,P3088,2025-10-12,5.9,3.4
T426412,E2067,P3057,2025-02-21,10.0,2.2
T426413,E2135,P3103,2025-03-22,10.0,1.9
T426414,E2058,P3013,2026-01-16,3.1,2.2
T426415,E2030,P3057,2025-12-18,9.8,3.7
T426416,E2073,P3026,2025-10-12,5.0,2.1
T426417,E2123,P3061,2026-05-05,2.6,0.6
T426418,E2082,P3062,2026-01-22,2.9,1.2
T426419,E2017,P3019,2026-03-11,8.0,0.7
T426420,E2134,P3081,2026-08-03,3.7,0.0
T426421,E2039,P3114,2025-02-13,3.5,1.6
T426422,E2059,P3030,2026-05-22,9.6,1.4
T426423,E2102,P3090,2026-10-24,4.2,2.4
T426424,E2038,P3013,2025-06-19,10.0,0.9
T426425,E2104,P3049,2025-03-16,3.0,0.4
T426426,E2009,P3082,2025-01-08,0.6,4.0
T426427,E2001,P3085,2026-04-20,2.0,0.9
T426428,E2102,P3116,2025-06-21,8.5,4.0
T426429,E2087,P3098,2026-03-13,5.5,0.2
T426430,E2123,P3051,2026-09-29,3.5,0.5
T426431,E2047,P3111,2026-12-27,4.1,3.6
T426432,E2076,P3009,2026-03-27,1.7,1.2
T426433,E2010,P3094,2026-10-13,10.0,3.7
T426434,E2144,P3029,2026-10-29,4.9,0.9
T426435,E2043,P3093,2026-10-09,4.9,0.8
T426436,E2136,P3110,2026-05-10,7.2,0.4
T426437,E2075,P3083,2026-04-04,10.0,0.6
T426438,E2105,P3008,2025-07-04,13.6,1.4
T426439,E2026,P3108,2026-12-30,6.4,1.1
T426440,E2007,P3081,2025-06-16,10.0,1.2
T426441,E2079,P3076,2025-11-03,10.0,0.5
T426442,E2015,P3015,2025-10-04,6.4,4.0
T426443,E2131,P3069,2025-03-31,2.0,1.6
T426444,E2144,P3034,2025-08-07,8.0,2.2
T426445,E2089,P3052,2026-03-17,4.3,0.2
T426446,E2097,P3050,2026-11-22,7.2,1.1
T426447,E2142,P3067,2026-09-13,0.9,1.9
T426448,E2003,P3005,2026-09-21,8.0,0.7
T426449,E2073,P3098,2026-02-02,2.0,0.7
T426450,E2031,P3009,2026-04-16,10.0,1.1
T426451,E2119,P3088,2026-02-14,9.4,0.2
T426452,E2075,P3005,2026-09-10,9.3,2.0
T426453,E2017,P3027,2025-10-11,8.7,0.2
T426454,E2003,P3113,2025-08-19,4.4,1.3
T426455,E2123,P3117,2026-10-21,6.1,3.7
T426456,E2055,P3084,2025-01-21,10.0,1.7
T426457,E2111,P3047,2025-10-03,2.7,0.4
T426458,E2100,P3062,2026-04-24,6.2,1.5
T426459,E2040,P3045,2025-12-13,3.3,0.3
T426460,E2122,P3105,2025-06-21,8.8,2.2
T426461,E2040,P3066,2026-06-27,2.4,1.7
T426462,E2030,P3023,2025-01-09,10.0,1.2
T426463,E2025,P3098,2026-06-28,10.0,0.2
T426464,E2007,P3061,2025-07-21,7.5,4.0
T426465,E2092,P3093,2025-06-29,7.5,0.2
T426466,E2105,P3043,2026-12-10,4.1,2.5
T426467,E2123,P3035,2026-12-18,7.0,0.7
T426468,E2081,P3030,2026-06-23,0.9,3.8
T426469,E2096,P3067,2026-05-29,10.0,0.5
