Expense_ID,Project_ID,Expense_Date,Expense_Type,Amount
X601813,P3118,2026-09-20,Software,194.44
X601814,P3004,2026-11-14,Travel,376.09
X601815,P3013,2025-06-28,Software,34.62
X601816,P3005,2026-10-28,Travel,120.75
X601817,P3039,2026-07-01,Training,15.24
X601818,P3059,2025-11-30,Client Event,348.19
X601819,P3110,2025-05-19,Software,119.41
X601820,P3052,2025-04-07,Travel,79.08
X601821,P3068,2026-04-30,Travel,28.29
X601822,P3038,2026-04-21,Travel,86.19
X601823,P3053,2026-02-23,Other,44.55
X601824,P3033,2025-07-04,Other,55.73
X601825,P3074,2025-08-15,Travel,40.42
X601826,P3005,2026-08-21,Client Event,80.38
X601827,P3036,2026-10-20,Training,107.5
X601828,P3110,2025-09-26,Travel,53.37
X601829,P3040,2026-06-17,Software,152.46
X601830,P3094,2025-06-02,Other,9.99
X601831,P3079,2025-03-31,Accommodation,159.53
X601832,P3005,2025-05-02,Client Event,19.24
X601833,P3011,2025-06-01,Training,171.3
X601834,P3099,2026-04-06,Travel,54.69
X601835,P3084,2026-08-20,Other,57.92
X601836,P3039,2026-12-24,Accommodation,160.98
X601837,P3004,2026-10-31,Software,20.7
X601838,P3044,2026-01-28,Travel,105.92
X601839,P3046,2026-12-23,Training,251.95
X601840,P3057,2026-09-28,Client Event,170.3
X601841,P3090,2026-09-22,Other,44.73
X601842,P3045,2025-12-24,Travel,101.09
X601843,P3101,2025-02-24,Travel,167.62
X601844,P3059,2025-09-08,Travel,39.55
X601845,P3079,2026-07-29,Travel,75.25
X601846,P3058,2025-04-11,Training,91.95
X601847,P3004,2025-12-30,Software,99.95
X601848,P3042,2025-10-18,Travel,27.78
X601849,P3080,2025-06-17,Training,36.41
X601850,P3068,2026-05-25,Travel,63.69
X601851,P3013,2026-12-06,Accommodation,322.6
X601852,P3029,2025-06-06,Training,229.31
X601853,P3043,2026-11-02,Travel,62.66
X601854,P3100,2025-10-05,Client Event,69.89
X601855,P3061,2026-01-27,Travel,14.71
X601856,P3058,2025-05-05,Travel,93.95
X601857,P3099,2025-03-19,Software,28.95
X601858,P3082,2026-11-18,Travel,87.88
X601859,P3044,2026-05-24,Software,183.21
X601860,P3120,2025-12-23,Client Event,74.04
X601861,P3097,2026-11-29,Software,24.26
X601862,P3058,2025-04-22,Training,255.52
X601863,P3020,2025-01-24,Other,118.71
X601864,P3015,2025-05-06,Client Event,258.81
X601865,P3035,2025-03-18,Other,55.41
X601866,P3114,2025-01-10,Other,103.66
X601867,P3017,2025-03-01,Travel,65.6
X601868,P3099,2025-04-04,Other,101.22
X601869,P3067,2026-02-14,Training,27.01
X601870,P3082,2026-07-06,Software,41.22
X601871,P3031,2025-05-28,Travel,59.52
X601872,P3079,2025-06-05,Travel,34.9
X601873,P3011,2025-07-08,Client Event,53.96
X601874,P3030,2026-04-11,Client Event,105.13
X601875,P3109,2026-04-05,Travel,108.13
X601876,P3032,2025-05-30,Client Event,24.27
X601877,P3118,2026-04-18,Training,25.36
X601878,P3019,2026-09-18,Accommodation,235.44
X601879,P3038,2025-02-28,Client Event,55.27
X601880,P3117,2025-12-27,Client Event,42.19
X601881,P3113,2026-11-12,Training,253.01
X601882,P3026,2026-11-29,Client Event,90.98
X601883,P3045,2026-09-10,Training,49.21
X601884,P3054,2025-02-19,Other,127.66
X601885,P3042,2026-09-20,Accommodation,66.07
X601886,P3022,2026-04-30,Accommodation,105.11
X601887,P3024,2026-09-14,Training,41.41
X601888,P3016,2026-08-03,Travel,52.89
X601889,P3031,2026-08-08,Travel,106.54
X601890,P3108,2026-03-24,Other,59.63
X601891,P3010,2025-03-17,Accommodation,73.06
X601892,P3080,2025-05-01,Accommodation,41.63
X601893,P3017,2025-05-15,Training,254.12
X601894,P3012,2026-05-18,Travel,52.19
X601895,P3055,2026-11-17,Accommodation,21.97
X601896,P3003,2026-03-18,Accommodation,321.7
X601897,P3046,2026-03-26,Other,153.7
X601898,P3001,2026-09-12,Training,50.07
X601899,P3011,2026-01-17,Software,44.52
X601900,P3050,2025-10-22,Accommodation,157.67
X601901,P3097,2025-09-12,Travel,109.3
X601902,P3061,2026-09-15,Training,190.24
X601903,P3072,2026-07-27,Travel,25.63
X601904,P3099,2025-10-16,Training,50.11
X601905,P3099,2026-06-12,Travel,51.19
X601906,P3073,2025-08-20,Software,75.17
X601907,P3118,2025-06-19,Other,47.61
X601908,P3065,2026-04-23,Software,60.25
X601909,P3110,2026-06-29,Software,43.58
X601910,P3029,2025-08-07,Travel,114.94
X601911,P3097,2026-09-09,Travel,60.83
X601912,P3028,2025-06-09,Other,71.19
X601913,P3039,2026-12-13,Travel,103.63
X601914,P3083,2025-04-18,Client Event,35.42
X601915,P3072,2026-06-28,Travel,85.67
X601916,P3092,2025-12-13,Software,94.38
X601917,P3028,2025-12-26,Travel,38.34
X601918,P3019,2026-05-08,Travel,33.79
X601919,P3022,2025-05-27,Travel,68.42
X601920,P3090,2026-01-31,Training,80.28
X601921,P3040,2025-01-24,Client Event,74.29
X601922,P3029,2025-01-21,Travel,31.25
X601923,P3051,2026-09-30,Other,39.45
X601924,P3038,2025-06-24,Travel,11.81
X601925,P3059,2026-09-10,Other,20.61
X601926,P3036,2026-05-18,Other,216.58
X601927,P3099,2025-10-23,Other,35.92
X601928,P3081,2026-03-25,Travel,85.41
X601929,P3118,2026-09-07,Accommodation,143.24
X601930,P3091,2026-12-05,Software,13.47
X601931,P3034,2025-02-17,Travel,51.95
X601932,P3068,2025-07-12,Software,25.93
X601933,P3062,2025-11-22,Client Event,20.3
X601934,P3007,2025-01-19,Other,42.0
X601935,P3007,2025-04-30,Travel,11.03
X601936,P3022,2025-06-20,Training,69.78
X601937,P3089,2026-04-29,Travel,19.95
X601938,P3031,2025-09-20,Client Event,129.14
X601939,P3049,2025-04-29,Accommodation,8.72
X601940,P3100,2026-09-13,Training,78.24
X601941,P3113,2025-04-02,Software,6.72
X601942,P3048,2026-03-04,Training,158.46
X601943,P3007,2025-05-16,Client Event,108.46
X601944,P3006,2026-01-16,Travel,32.72
X601945,P3074,2026-03-20,Other,24.61
X601946,P3004,2025-06-05,Travel,81.7
X601947,P3019,2025-11-27,Accommodation,21.66
X601948,P3015,2026-11-08,Software,49.27
X601949,P3059,2026-01-25,Client Event,66.34
X601950,P3097,2026-03-25,Travel,156.88
X601951,P3039,2026-07-28,Accommodation,31.67
X601952,P3076,2026-06-04,Software,43.86
X601953,P3046,2026-07-14,Accommodation,29.18
X601954,P3047,2025-04-26,Accommodation,62.85
X601955,P3059,2025-07-21,Accommodation,144.8
X601956,P3022,2026-07-25,Travel,285.37
X601957,P3058,2026-09-11,Travel,345.64
X601958,P3112,2025-06-14,Training,37.85
X601959,P3040,2026-03-11,Travel,44.57
X601960,P3037,2026-07-21,Travel,19.38
X601961,P3074,2025-01-27,Travel,26.88
X601962,P3064,2026-04-16,Other,39.41
X601963,P3047,2025-01-20,Travel,46.67
X601964,P3042,2025-08-28,Other,53.49
X601965,P3046,2025-06-02,Software,324.67
X601966,P3074,2025-07-25,Travel,12.07
X601967,P3070,2025-08-04,Travel,83.74
X601968,P3086,2025-12-27,Travel,180.48
X601969,P3090,2026-09-01,Software,32.98
X601970,P3029,2026-06-06,Other,81.74
X601971,P3072,2026-02-02,Accommodation,58.74
X601972,P3058,2025-03-10,Accommodation,86.46
X601973,P3018,2026-04-12,Accommodation,31.96
X601974,P3084,2026-03-14,Accommodation,175.2
X601975,P3109,2026-02-11,Software,102.95
X601976,P3039,2025-12-20,Training,94.59
X601977,P3017,2025-03-17,Accommodation,64.69
X601978,P3047,2025-08-10,Accommodation,137.37
X601979,P3004,2026-03-25,Travel,175.15
X601980,P3058,2025-07-02,Software,42.97
X601981,P3052,2026-07-13,Training,41.35
X601982,P3039,2025-10-15,Travel,22.84
X601983,P3108,2026-09-19,Other,32.0
X601984,P3105,2026-01-05,Accommodation,79.6
X601985,P3092,2025-12-28,Travel,69.03
X601986,P3058,2026-07-31,Other,47.41
X601987,P3075,2025-06-10,Software,13.03
X601988,P3117,2026-11-21,Software,31.86
X601989,P3048,2025-10-18,Travel,81.28
X601990,P3039,2026-04-11,Software,61.7
X601991,P3016,2025-02-27,Accommodation,21.94
X601992,P3052,2025-03-08,Travel,45.03
X601993,P3034,2026-12-23,Travel,23.31
X601994,P3019,2026-01-13,Travel,142.01
X601995,P3098,2026-08-02,Travel,114.93
X601996,P3023,2025-09-24,Accommodation,205.82
X601997,P3047,2026-05-31,Accommodation,67.53
X601998,P3055,2025-10-09,Other,63.58
X601999,P3063,2026-04-02,Training,72.62
X602000,P3025,2026-03-17,Travel,77.16
X602001,P3089,2025-12-25,Software,259.67
X602002,P3077,2025-12-29,Accommodation,94.09
X602003,P3006,2026-08-27,Software,203.83
X602004,P3058,2026-03-23,Software,16.62
X602005,P3009,2026-05-11,Other,18.34
X602006,P3084,2025-08-29,Training,222.83
X602007,P3003,2025-09-03,Travel,81.84
X602008,P3050,2026-07-19,Training,118.43
X602009,P3080,2025-07-19,Training,184.36
X602010,P3088,2026-03-29,Travel,333.26
X602011,P3036,2026-08-01,Travel,96.78
X602012,P3024,2026-03-20,Client Event,31.74
X602013,P3102,2026-03-02,Travel,60.04
X602014,P3018,2026-12-25,Client Event,60.89
X602015,P3103,2025-06-07,Software,133.73
X602016,P3112,2026-11-18,Travel,34.36
X602017,P3067,2026-09-11,Other,78.03
X602018,P3096,2026-03-19,Training,61.26
X602019,P3092,2026-01-28,Travel,36.12
X602020,P3052,2026-02-07,Client Event,12.62
X602021,P3042,2026-02-06,Other,107.17
X602022,P3042,2025-01-12,Software,177.65
X602023,P3001,2026-02-23,Travel,61.86
X602024,P3050,2025-04-02,Software,13.84
X602025,P3004,2026-10-03,Travel,129.99
X602026,P3117,2026-08-04,Software,21.18
X602027,P3047,2026-10-17,Accommodation,110.13
X602028,P3010,2026-06-27,Other,54.78
X602029,P3083,2026-02-19,Travel,291.04
X602030,P3042,2026-08-04,Travel,136.61
X602031,P3085,2025-11-12,Software,71.05
X602032,P3111,2026-11-01,Travel,91.17
X602033,P3095,2026-07-14,Other,42.02
X602034,P3062,2025-02-18,Accommodation,16.63
X602035,P3049,2026-06-27,Travel,12.85
X602036,P3103,2025-03-06,Accommodation,55.16
X602037,P3047,2025-12-07,Travel,15.63
X602038,P3066,2026-05-21,Training,76.74
X602039,P3055,2025-02-24,Client Event,51.93
X602040,P3042,2026-02-23,Travel,17.24
X602041,P3037,2025-08-14,Client Event,32.99
X602042,P3088,2026-05-15,Software,137.81
X602043,P3055,2026-06-10,Software,140.18
X602044,P3074,2026-11-14,Other,105.88
X602045,P3048,2025-07-21,Training,34.71
X602046,P3037,2026-09-09,Travel,35.74
X602047,P3088,2026-05-16,Software,53.4
X602048,P3118,2025-04-03,Accommodation,16.51
X602049,P3061,2025-07-29,Accommodation,20.34
X602050,P3117,2025-01-08,Training,97.82
X602051,P3011,2026-09-15,Other,223.34
X602052,P3054,2026-03-31,Accommodation,42.19
X602053,P3026,2026-12-29,Other,33.14
X602054,P3080,2025-11-21,Accommodation,132.32
X602055,P3117,2025-12-09,Client Event,89.74
X602056,P3038,2025-05-09,Travel,68.5
X602057,P3090,2025-05-01,Client Event,200.29
X602058,P3028,2026-03-23,Other,57.68
X602059,P3061,2026-12-20,Travel,48.78
X602060,P3034,2026-06-10,Software,181.72
X602061,P3014,2025-06-09,Travel,52.85
X602062,P3084,2026-04-08,Client Event,9.37
X602063,P3029,2025-09-21,Other,40.82
X602064,P3052,2025-10-07,Accommodation,77.01
X602065,P3018,2025-08-11,Accommodation,111.62
X602066,P3010,2025-02-18,Travel,239.95
X602067,P3006,2026-11-12,Travel,132.4
X602068,P3029,2025-11-03,Travel,74.78
X602069,P3008,2026-11-10,Accommodation,113.54
X602070,P3104,2026-03-17,Travel,28.64
X602071,P3028,2025-02-25,Accommodation,59.66
X602072,P3007,2026-12-28,Travel,66.7
X602073,P3119,2025-02-20,Travel,65.38
X602074,P3002,2025-03-23,Training,143.52
X602075,P3079,2026-05-22,Other,56.73
X602076,P3112,2026-05-30,Other,25.59
X602077,P3101,2026-05-14,Training,18.17
X602078,P3098,2026-12-25,Other,14.45
X602079,P3078,2026-01-07,Travel,69.01
X602080,P3044,2026-01-28,Travel,62.81
X602081,P3039,2026-05-18,Software,41.72
X602082,P3118,2025-04-05,Accommodation,106.45
X602083,P3112,2025-01-22,Travel,11.43
X602084,P3054,2026-12-13,Software,70.74
X602085,P3112,2025-12-15,Travel,45.59
X602086,P3111,2026-10-10,Travel,117.56
X602087,P3001,2025-09-29,Travel,83.91
X602088,P3120,2026-03-28,Software,51.18
X602089,P3044,2026-01-14,Client Event,306.71
X602090,P3075,2025-10-08,Travel,35.85
X602091,P3120,2025-04-28,Client Event,18.92
X602092,P3084,2026-12-10,Accommodation,41.37
X602093,P3117,2026-02-04,Travel,212.75
X602094,P3048,2025-01-21,Travel,15.79
X602095,P3034,2026-02-28,Other,64.42
X602096,P3117,2026-12-20,Other,71.22
X602097,P3076,2025-06-10,Accommodation,46.28
X602098,P3029,2026-03-19,Training,50.14
X602099,P3079,2026-08-08,Travel,158.43
X602100,P3096,2025-05-26,Client Event,46.15
X602101,P3062,2025-05-02,Training,43.66
X602102,P3095,2026-03-31,Training,78.8
X602103,P3040,2025-10-24,Software,33.39
X602104,P3076,2026-08-09,Software,17.62
X602105,P3110,2026-08-26,Accommodation,59.63
X602106,P3071,2026-06-17,Travel,183.87
X602107,P3004,2026-10-22,Software,64.72
X602108,P3061,2025-08-03,Software,65.55
X602109,P3112,2025-03-06,Other,65.4
X602110,P3050,2026-10-29,Client Event,19.7
X602111,P3095,2026-08-09,Other,142.27
X602112,P3035,2026-11-01,Accommodation,125.17
X602113,P3027,2026-10-09,Travel,59.76
X602114,P3021,2025-04-06,Accommodation,29.49
X602115,P3087,2025-01-13,Accommodation,59.78
X602116,P3080,2025-11-14,Travel,46.77
X602117,P3019,2026-11-12,Other,43.33
X602118,P3091,2026-04-06,Client Event,9.5
X602119,P3091,2025-01-13,Client Event,74.28
X602120,P3116,2026-10-30,Travel,95.58
X602121,P3084,2025-02-20,Training,70.47
X602122,P3026,2025-03-02,Travel,86.92
X602123,P3060,2026-02-21,Training,73.16
X602124,P3110,2026-09-08,Client Event,42.19
X602125,P3055,2026-05-08,Accommodation,94.46
X602126,P3113,2025-10-01,Accommodation,52.4
X602127,P3104,2025-05-01,Other,17.05
X602128,P3014,2026-11-08,Software,53.71
X602129,P3089,2026-01-29,Travel,16.88
X602130,P3051,2025-11-23,Client Event,151.73
X602131,P3013,2026-06-15,Travel,89.0
X602132,P3108,2026-09-12,Accommodation,59.31
X602133,P3016,2026-12-09,Training,161.18
X602134,P3065,2026-02-09,Training,39.64
X602135,P3066,2026-01-04,Other,26.95
X602136,P3019,2025-11-09,Travel,9.82
X602137,P3046,2026-03-19,Other,57.7
X602138,P3031,2026-08-23,Training,246.84
X602139,P3047,2026-10-17,Client Event,24.39
X602140,P3028,2026-09-02,Client Event,78.97
X602141,P3078,2026-03-01,Travel,23.39
X602142,P3029,2025-04-20,Other,81.54
X602143,P3030,2025-10-07,Travel,178.37
X602144,P3050,2025-04-23,Travel,139.32
X602145,P3040,2025-06-13,Travel,36.98
X602146,P3075,2025-07-20,Other,32.52
X602147,P3028,2025-03-27,Accommodation,105.91
X602148,P3030,2025-12-04,Other,151.21
X602149,P3070,2025-07-16,Accommodation,97.56
X602150,P3097,2025-07-19,Travel,57.76
X602151,P3018,2026-10-30,Travel,48.27
X602152,P3016,2026-02-18,Other,106.38
X602153,P3104,2025-05-23,Accommodation,124.15
X602154,P3041,2025-03-30,Accommodation,77.95
X602155,P3002,2026-01-31,Travel,78.06
X602156,P3054,2025-08-27,Other,35.59
X602157,P3053,2026-11-13,Other,26.7
X602158,P3001,2026-05-21,Travel,270.38
X602159,P3084,2026-06-11,Accommodation,110.59
X602160,P3101,2025-04-25,Travel,55.68
X602161,P3089,2025-02-14,Accommodation,20.4
X602162,P3108,2026-11-22,Accommodation,54.92
X602163,P3117,2026-12-27,Other,32.37
X602164,P3055,2026-09-26,Other,66.71
X602165,P3045,2025-02-16,Software,53.44
X602166,P3103,2025-08-21,Software,10.48
X602167,P3053,2025-06-27,Other,58.26
X602168,P3041,2026-06-06,Travel,85.45
X602169,P3094,2026-04-15,Accommodation,33.01
X602170,P3062,2026-12-06,Travel,19.77
X602171,P3104,2025-02-14,Other,95.57
X602172,P3105,2026-10-24,Other,71.97
X602173,P3111,2026-06-16,Software,48.93
X602174,P3019,2025-09-23,Accommodation,56.82
X602175,P3083,2026-07-01,Other,37.22
X602176,P3024,2026-03-11,Other,57.89
X602177,P3046,2026-03-28,Travel,87.5
X602178,P3091,2026-05-01,Accommodation,33.4
X602179,P3086,2026-11-19,Travel,19.49
X602180,P3072,2025-09-20,Other,47.18
X602181,P3012,2026-07-29,Travel,45.78
X602182,P3053,2026-04-12,Other,46.87
X602183,P3110,2025-12-15,Other,37.31
X602184,P3089,2025-01-08,Other,76.11
X602185,P3047,2026-08-30,Travel,85.86
X602186,P3091,2026-02-04,Other,44.92
X602187,P3082,2026-06-09,Travel,32.02
X602188,P3119,2026-04-10,Software,41.0
X602189,P3113,2026-03-01,Other,186.63
X602190,P3048,2025-12-06,Other,33.45
X602191,P3057,2026-01-21,Client Event,99.36
X602192,P3058,2026-03-05,Client Event,52.58
X602193,P3037,2025-05-20,Software,97.5
X602194,P3101,2026-09-22,Accommodation,65.81
X602195,P3055,2026-01-01,Software,46.16
X602196,P3054,2025-01-29,Accommodation,555.15
X602197,P3017,2026-03-29,Accommodation,76.56
X602198,P3080,2025-07-03,Client Event,62.1
X602199,P3093,2025-12-17,Training,82.05
X602200,P3115,2025-05-10,Accommodation,91.56
